ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-11-03,11916.026763632794,8416.530440725466,13711.18793394821,11916.026763632794,11916.026763632794,-858.7320159351962,-858.7320159351962,-858.7320159351962,-535.2624000000001,-535.2624000000001,-535.2624000000001,6.82944465455043,6.82944465455043,6.82944465455043,-330.29906058974655,-330.29906058974655,-330.29906058974655,0.0,0.0,0.0,11057.294747697597
2025-11-04,11918.780413054537,8598.348254095292,13824.290919093775,11918.780413054537,11918.780413054537,-693.1957970465073,-693.1957970465073,-693.1957970465073,-535.2624000000001,-535.2624000000001,-535.2624000000001,205.0017744602099,205.0017744602099,205.0017744602099,-362.9351715067172,-362.9351715067172,-362.9351715067172,0.0,0.0,0.0,11225.58461600803
2025-11-05,11921.53406247628,8066.0499229156885,13581.996365291932,11921.53406247628,11921.53406247628,-1016.5957288252565,-1016.5957288252565,-1016.5957288252565,-535.2624000000001,-535.2624000000001,-535.2624000000001,-91.79294925555803,-91.79294925555803,-91.79294925555803,-389.54037956969853,-389.54037956969853,-389.54037956969853,0.0,0.0,0.0,10904.938333651024
2025-11-06,11924.287711898023,8438.162840298788,13469.972386654083,11924.287711898023,11924.287711898023,-948.0454474056027,-948.0454474056027,-948.0454474056027,-535.2624000000001,-535.2624000000001,-535.2624000000001,-3.2218000000880895,-3.2218000000880895,-3.2218000000880895,-409.56124740551456,-409.56124740551456,-409.56124740551456,0.0,0.0,0.0,10976.24226449242
2025-11-07,11927.041361319763,8233.70786418056,13685.05711917631,11927.041361319763,11927.041361319763,-1000.2119075270988,-1000.2119075270988,-1000.2119075270988,-535.2624000000001,-535.2624000000001,-535.2624000000001,-42.31885847826584,-42.31885847826584,-42.31885847826584,-422.63064904883277,-422.63064904883277,-422.63064904883277,0.0,0.0,0.0,10926.829453792665
2025-11-08,11929.795010741509,8053.159390882715,13549.039772453765,11929.795010741509,11929.795010741509,-990.7234296397038,-990.7234296397038,-990.7234296397038,-535.2624000000001,-535.2624000000001,-535.2624000000001,-26.88294843205862,-26.88294843205862,-26.88294843205862,-428.5780812076452,-428.5780812076452,-428.5780812076452,0.0,0.0,0.0,10939.071581101805
2025-11-09,11932.548660163251,8358.501410823923,13716.199798635898,11932.548660163251,11932.548660163251,-1010.3117425715619,-1010.3117425715619,-1010.3117425715619,-535.2624000000001,-535.2624000000001,-535.2624000000001,-47.61466294830532,-47.61466294830532,-47.61466294830532,-427.43467962325644,-427.43467962325644,-427.43467962325644,0.0,0.0,0.0,10922.236917591688
