ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-04,4791.677217604702,1628.169958683858,4706.342629062382,4791.677217604702,4791.677217604702,-1597.6298997264144,-1597.6298997264144,-1597.6298997264144,-1569.7536,-1569.7536,-1569.7536,-24.63927999999731,-24.63927999999731,-24.63927999999731,-3.2370197264167597,-3.2370197264167597,-3.2370197264167597,0.0,0.0,0.0,3194.0473178782872
2025-12-05,4791.818037075523,1577.1819565556416,4719.882936480666,4791.818037075523,4791.818037075523,-1578.9537398812836,-1578.9537398812836,-1578.9537398812836,-1569.7536,-1569.7536,-1569.7536,12.769193452816797,12.769193452816797,12.769193452816797,-21.969333334100217,-21.969333334100217,-21.969333334100217,0.0,0.0,0.0,3212.864297194239
2025-12-06,4791.958856546344,1539.26766992818,4724.45735431493,4791.958856546344,4791.958856546344,-1619.461198488576,-1619.461198488576,-1619.461198488576,-1569.7536,-1569.7536,-1569.7536,-8.56159256950306,-8.56159256950306,-8.56159256950306,-41.14600591907271,-41.14600591907271,-41.14600591907271,0.0,0.0,0.0,3172.4976580577677
2025-12-07,4792.099676017164,1534.5102072914965,4586.899697799411,4792.099676017164,4792.099676017164,-1647.9201482605133,-1647.9201482605133,-1647.9201482605133,-1569.7536,-1569.7536,-1569.7536,-17.945926200292647,-17.945926200292647,-17.945926200292647,-60.2206220602206,-60.2206220602206,-60.2206220602206,0.0,0.0,0.0,3144.1795277566507
2025-12-08,4792.240495487985,1672.7004192188353,4925.245010131074,4792.240495487985,4792.240495487985,-1561.377845105614,-1561.377845105614,-1561.377845105614,-1569.7536,-1569.7536,-1569.7536,87.0203125916548,87.0203125916548,87.0203125916548,-78.64455769726881,-78.64455769726881,-78.64455769726881,0.0,0.0,0.0,3230.8626503823707
2025-12-09,4792.381314958806,1520.427929609411,4752.692238835613,4792.381314958806,4792.381314958806,-1680.584155534562,-1680.584155534562,-1680.584155534562,-1569.7536,-1569.7536,-1569.7536,-14.948543348737983,-14.948543348737983,-14.948543348737983,-95.88201218582373,-95.88201218582373,-95.88201218582373,0.0,0.0,0.0,3111.797159424244
2025-12-10,4792.522134429627,1525.179041494375,4635.881981122306,4792.522134429627,4792.522134429627,-1714.872583969194,-1714.872583969194,-1714.872583969194,-1569.7536,-1569.7536,-1569.7536,-33.694163925656106,-33.694163925656106,-33.694163925656106,-111.4248200435377,-111.4248200435377,-111.4248200435377,0.0,0.0,0.0,3077.6495504604327
