ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-04,4265.256334384132,2209.5943396715797,5642.548242353807,4265.256334384132,4265.256334384132,-421.5865734514643,-421.5865734514643,-421.5865734514643,-409.18976000000004,-409.18976000000004,-409.18976000000004,50.3360480000075,50.3360480000075,50.3360480000075,-62.73286145147178,-62.73286145147178,-62.73286145147178,0.0,0.0,0.0,3843.669760932668
2025-12-05,4265.6431241646405,1967.4808945269742,5492.889486661148,4265.6431241646405,4265.6431241646405,-504.4625451248589,-504.4625451248589,-504.4625451248589,-409.18976000000004,-409.18976000000004,-409.18976000000004,-44.302937664912584,-44.302937664912584,-44.302937664912584,-50.96984745994628,-50.96984745994628,-50.96984745994628,0.0,0.0,0.0,3761.1805790397816
2025-12-06,4266.029913945148,2000.4058592319814,5624.822822663458,4266.029913945148,4266.029913945148,-427.57968795973693,-427.57968795973693,-427.57968795973693,-409.18976000000004,-409.18976000000004,-409.18976000000004,22.050437378494742,22.050437378494742,22.050437378494742,-40.44036533823166,-40.44036533823166,-40.44036533823166,0.0,0.0,0.0,3838.450225985411
2025-12-07,4266.416703725657,1995.9078108027618,5606.034217874154,4266.416703725657,4266.416703725657,-438.6628932302405,-438.6628932302405,-438.6628932302405,-409.18976000000004,-409.18976000000004,-409.18976000000004,1.7938216227442356,1.7938216227442356,1.7938216227442356,-31.266954852984668,-31.266954852984668,-31.266954852984668,0.0,0.0,0.0,3827.753810495416
2025-12-08,4266.803493506165,2013.0275343141661,5551.626619846836,4266.803493506165,4266.803493506165,-456.89385970779193,-456.89385970779193,-456.89385970779193,-409.18976000000004,-409.18976000000004,-409.18976000000004,-24.171096059119012,-24.171096059119012,-24.171096059119012,-23.533003648672903,-23.533003648672903,-23.533003648672903,0.0,0.0,0.0,3809.9096337983733
2025-12-09,4267.190283286674,2139.953762558276,5728.689729782619,4267.190283286674,4267.190283286674,-408.01720820662547,-408.01720820662547,-408.01720820662547,-409.18976000000004,-409.18976000000004,-409.18976000000004,18.454062121681147,18.454062121681147,18.454062121681147,-17.28151032830658,-17.28151032830658,-17.28151032830658,0.0,0.0,0.0,3859.173075080048
2025-12-10,4267.577073067182,2118.970722423705,5682.918683262871,4267.577073067182,4267.577073067182,-445.8650558676854,-445.8650558676854,-445.8650558676854,-409.18976000000004,-409.18976000000004,-409.18976000000004,-24.16033539914907,-24.16033539914907,-24.16033539914907,-12.514960468536268,-12.514960468536268,-12.514960468536268,0.0,0.0,0.0,3821.7120171994966
