ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-04,8497.360608371131,6983.914558139037,10822.92573428266,8497.360608371131,8497.360608371131,463.7556154743923,463.7556154743923,463.7556154743923,486.61722000000003,486.61722000000003,486.61722000000003,2.1362400000335304,2.1362400000335304,2.1362400000335304,-24.99784452564123,-24.99784452564123,-24.99784452564123,0.0,0.0,0.0,8961.116223845524
2025-12-05,8498.801198381181,6933.672985292776,10857.88220240119,8498.801198381181,8498.801198381181,435.5364903217382,435.5364903217382,435.5364903217382,486.61722000000003,486.61722000000003,486.61722000000003,-11.977917768698248,-11.977917768698248,-11.977917768698248,-39.10281190956355,-39.10281190956355,-39.10281190956355,0.0,0.0,0.0,8934.337688702919
2025-12-06,8500.24178839123,7007.812588119234,10786.236926300111,8500.24178839123,8500.24178839123,477.8969512523493,477.8969512523493,477.8969512523493,486.61722000000003,486.61722000000003,486.61722000000003,43.93405586294832,43.93405586294832,43.93405586294832,-52.65432461059911,-52.65432461059911,-52.65432461059911,0.0,0.0,0.0,8978.138739643578
2025-12-07,8501.682378401276,6919.751845091613,10646.322925655073,8501.682378401276,8501.682378401276,385.80756530799596,385.80756530799596,385.80756530799596,486.61722000000003,486.61722000000003,486.61722000000003,-35.46610093437901,-35.46610093437901,-35.46610093437901,-65.34355375762507,-65.34355375762507,-65.34355375762507,0.0,0.0,0.0,8887.489943709272
2025-12-08,8503.122968411326,6983.624337903459,10834.394913803888,8503.122968411326,8503.122968411326,396.69304033750603,396.69304033750603,396.69304033750603,486.61722000000003,486.61722000000003,486.61722000000003,-13.045576791682171,-13.045576791682171,-13.045576791682171,-76.87860287081189,-76.87860287081189,-76.87860287081189,0.0,0.0,0.0,8899.816008748832
2025-12-09,8504.563558421376,7091.6672538085695,10806.864850160266,8504.563558421376,8504.563558421376,408.2861667457528,408.2861667457528,408.2861667457528,486.61722000000003,486.61722000000003,486.61722000000003,8.660647674510484,8.660647674510484,8.660647674510484,-86.99170092875774,-86.99170092875774,-86.99170092875774,0.0,0.0,0.0,8912.849725167129
2025-12-10,8506.004148431424,7206.733970785751,10846.198803320081,8506.004148431424,8506.004148431424,396.9299714288199,396.9299714288199,396.9299714288199,486.61722000000003,486.61722000000003,486.61722000000003,5.758651957182438,5.758651957182438,5.758651957182438,-95.4459005283626,-95.4459005283626,-95.4459005283626,0.0,0.0,0.0,8902.934119860243
