ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-04,2854.0575846673914,1841.9823409608837,4616.017522162785,2854.0575846673914,2854.0575846673914,389.6998310008127,389.6998310008127,389.6998310008127,505.09244,505.09244,505.09244,6.898770000028689,6.898770000028689,6.898770000028689,-122.29137899921596,-122.29137899921596,-122.29137899921596,0.0,0.0,0.0,3243.757415668204
2025-12-05,2855.5936486837168,1970.6086253980277,4594.3654666239745,2855.5936486837168,2855.5936486837168,405.20470289615787,405.20470289615787,405.20470289615787,505.09244,505.09244,505.09244,12.926093094714062,12.926093094714062,12.926093094714062,-112.81383019855615,-112.81383019855615,-112.81383019855615,0.0,0.0,0.0,3260.7983515798746
2025-12-06,2857.12971270004,1741.6576491936796,4561.593265733945,2857.12971270004,2857.12971270004,426.5043643038964,426.5043643038964,426.5043643038964,505.09244,505.09244,505.09244,21.70182517349138,21.70182517349138,21.70182517349138,-100.28990086959494,-100.28990086959494,-100.28990086959494,0.0,0.0,0.0,3283.634077003936
2025-12-07,2858.665776716363,1836.91640373415,4552.729743457911,2858.665776716363,2858.665776716363,376.54060907562985,376.54060907562985,376.54060907562985,505.09244,505.09244,505.09244,-43.64470294643802,-43.64470294643802,-43.64470294643802,-84.90712797793212,-84.90712797793212,-84.90712797793212,0.0,0.0,0.0,3235.206385791993
2025-12-08,2860.2018407326864,1822.5079709739011,4625.584143492646,2860.2018407326864,2860.2018407326864,394.0045911269543,394.0045911269543,394.0045911269543,505.09244,505.09244,505.09244,-44.160659414589254,-44.160659414589254,-44.160659414589254,-66.92718945845637,-66.92718945845637,-66.92718945845637,0.0,0.0,0.0,3254.206431859641
2025-12-09,2861.7379047490103,1920.9093942249299,4532.789588540169,2861.7379047490103,2861.7379047490103,461.4350846152336,461.4350846152336,461.4350846152336,505.09244,505.09244,505.09244,3.0226756830993406,3.0226756830993406,3.0226756830993406,-46.68003106786574,-46.68003106786574,-46.68003106786574,0.0,0.0,0.0,3323.172989364244
2025-12-10,2863.273968765334,2080.8773197502496,4682.166462825984,2863.273968765334,2863.273968765334,523.7922352587366,523.7922352587366,523.7922352587366,505.09244,505.09244,505.09244,43.255998409633975,43.255998409633975,43.255998409633975,-24.556203150897378,-24.556203150897378,-24.556203150897378,0.0,0.0,0.0,3387.0662040240704
