ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-12-04,9824.760673047604,2429.2927810046567,11610.839493670559,9824.760673047604,9824.760673047604,-2944.687027081799,-2944.687027081799,-2944.687027081799,-2291.112,-2291.112,-2291.112,40.16542500008075,40.16542500008075,40.16542500008075,-693.7404520818793,-693.7404520818793,-693.7404520818793,0.0,0.0,0.0,6880.073645965805
2025-12-05,9827.78302715183,2194.7124673617645,11643.457519273896,9827.78302715183,9827.78302715183,-2760.305031547761,-2760.305031547761,-2760.305031547761,-2291.112,-2291.112,-2291.112,81.60460904418922,81.60460904418922,81.60460904418922,-550.7976405919495,-550.7976405919495,-550.7976405919495,0.0,0.0,0.0,7067.477995604069
2025-12-06,9830.805381256054,2286.9984438180013,11641.92207915733,9830.805381256054,9830.805381256054,-2665.5082463462886,-2665.5082463462886,-2665.5082463462886,-2291.112,-2291.112,-2291.112,26.512005239257633,26.512005239257633,26.512005239257633,-400.908251585546,-400.908251585546,-400.908251585546,0.0,0.0,0.0,7165.297134909765
2025-12-07,9833.827735360279,2788.6937439675403,11892.130943229255,9833.827735360279,9833.827735360279,-2514.2904034024764,-2514.2904034024764,-2514.2904034024764,-2291.112,-2291.112,-2291.112,23.13169135289386,23.13169135289386,23.13169135289386,-246.3100947553699,-246.3100947553699,-246.3100947553699,0.0,0.0,0.0,7319.537331957803
2025-12-08,9836.850089464502,2992.841456661134,11645.162779601686,9836.850089464502,9836.850089464502,-2513.965714895438,-2513.965714895438,-2513.965714895438,-2291.112,-2291.112,-2291.112,-133.53929295484573,-133.53929295484573,-133.53929295484573,-89.31442194059217,-89.31442194059217,-89.31442194059217,0.0,0.0,0.0,7322.884374569065
2025-12-09,9839.87244356873,2857.949627132915,12126.996448606424,9839.87244356873,9839.87244356873,-2408.8297785127197,-2408.8297785127197,-2408.8297785127197,-2291.112,-2291.112,-2291.112,-185.45958322179865,-185.45958322179865,-185.45958322179865,67.74180470907902,67.74180470907902,67.74180470907902,0.0,0.0,0.0,7431.042665056011
2025-12-10,9842.894797672952,3564.173428943655,12659.803508006318,9842.894797672952,9842.894797672952,-1920.9836681034533,-1920.9836681034533,-1920.9836681034533,-2291.112,-2291.112,-2291.112,147.5851455397027,147.5851455397027,147.5851455397027,222.54318635684425,222.54318635684425,222.54318635684425,0.0,0.0,0.0,7921.911129569499
